loan_id,borrower_id,borrower_name,co_borrower_name,loan_type,loan_purpose,property_state,property_zip,servicer_name,original_principal,current_balance,interest_rate,monthly_payment,origination_date,maturity_date,last_payment_date,next_payment_date,payment_status,days_past_due,document_status,lien_position
L000779,B2359,Karen Moore,Jessica Brown,CONVENTIONAL,REFINANCE,NM,87781,Green Tree Servicing,-307309.00,135799.83,6.846,1928.52,2012-02-10,2042-02-10,2016-06-13,2016-07-13,DELINQUENT,49,COMPLETE,FIRST
L002697,B1457,David Martinez,Barbara Anderson,FHA,REFINANCE,WA,87366,Bank of America,453473.00,0.00,3.367,1399.61,2010-08-13,2030-08-13,2021-01-02,2021-02-01,CLOSED,0,COMPLETE,SECOND
L003731,B3922,Richard Wilson,,CONVENTIONAL,HOME_EQUITY,OR,34348,Flagstar Bank,343050.00,0.00,4.202,1321.37,2015-11-11,2035-11-11,2017-09-20,2017-10-20,PAID_OFF,0,COMPLETE,SECOND
L003697,B2229,Karen White,,ARM,REFINANCE,NC,71967,Nationstar Mortgage,129960.00,40851.52,5.546,660.69,2019-12-21,2049-12-21,2029-06-01,2029-07-01,DELINQUENT,87,COMPLETE,FIRST
L003184,B2547,David Thompson,,VA,REFINANCE,IN,32615,Wells Fargo Home Mortgage,591074.00,359253.45,6.616,3584.67,2012-09-10,2042-09-10,2016-05-11,2016-06-10,DELINQUENT,50,COMPLETE,SECOND
L001654,B5768,Charles Thompson,,JUMBO,CASH_OUT_REFINANCE,LA,45582,Caliber Home Loans,284253.00,255248.25,4.377,1140.49,2016-11-21,2031-11-21,2017-03-03,2017-04-02,CURRENT,0,COMPLETE,SECOND
L000843,B4132,Mary Davis,,ARM,PURCHASE,TX,19463,Flagstar Bank,315222.00,115225.04,0.0206,1920.96,2022-12-07,2037-12-07,2032-02-23,2032-03-24,DELINQUENT,75,COMPLETE,SECOND
L005509,B1469,Susan Smith,,VA,HOME_EQUITY,WV,13564,US Bank,287718.00,138950.82,3.157,832.63,2010-09-06,2030-09-06,2018-10-08,2018-11-07,DELINQUENT,89,COMPLETE,FIRST
L006656,B8258,Patricia Williams,Charles Johnson,ARM,CASH_OUT_REFINANCE,MN,17708,Caliber Home Loans,318748.00,191433.64,4.762,1391.39,2011-02-24,2026-02-24,2020-02-26,2020-03-27,DELINQUENT,82,COMPLETE,FIRST
L002773,B2088,Susan Thompson,,ARM,REFINANCE,OR,62156,Wells Fargo Home Mortgage,296355.00,268831.41,4.776,1297.44,2011-06-23,2041-06-23,2018-10-09,2018-11-08,CURRENT,0,COMPLETE,FIRST
L005420,B5499,Susan Moore,Jessica Smith,JUMBO,CONSTRUCTION,MI,75828,Wells Fargo Home Mortgage,161535.00,0.00,3.03,448.66,2017-02-21,2047-02-21,2021-05-09,2021-06-08,PAID_OFF,0,COMPLETE,FIRST
L001115,B6404,Karen Taylor,,FIXED,REFINANCE,WV,11909,Bank of America,555903.00,312175.56,4.331,2206.98,2022-02-17,2037-02-17,2029-02-24,2029-03-26,CURRENT,0,MISSING,SECOND
L002701,B1229,Thomas Martinez,,JUMBO,CASH_OUT_REFINANCE,RI,71129,PHH Mortgage,55953.00,0.00,5.392,276.56,2022-07-20,2052-07-20,2032-06-06,2032-07-06,PAID_OFF,0,INCOMPLETE,SECOND
L002833,B3419,Charles Miller,,FHA,HOME_EQUITY,MT,68011,US Bank,156858.00,116501.83,7.303,1050.07,2017-10-24,2032-10-24,2019-07-14,2019-08-13,CURRENT,0,COMPLETE,SECOND
L005880,B8243,Michael Smith,,CONVENTIONAL,REFINANCE,CT,71577,JPMorgan Chase Bank,362885.00,195276.06,3.349,1114.03,2010-10-16,2030-10-16,2020-04-17,2020-05-17,CURRENT,0,COMPLETE,FIRST
L008091,B4424,Thomas Thompson,,FHA,HOME_EQUITY,HI,91751,Bank of America,429192.00,247642.46,6.811,2679.62,2010-05-16,2025-05-16,2014-01-10,2014-02-09,DEFAULT,151,COMPLETE,FIRST
L008468,B1417,Jessica Martin,Susan Lee,JUMBO,REFINANCE,KY,59739,US Bank,297635.00,250718.45,3.056,833.77,2022-08-12,2052-08-12,2023-12-02,2024-01-01,DELINQUENT,62,INCOMPLETE,FIRST
L003849,B2829,William Brown,,VA,HOME_EQUITY,AK,11672,Caliber Home Loans,622280.00,265392.92,7.947,4533.15,2016-08-09,2036-08-09,2025-05-25,2025-06-24,CURRENT,0,COMPLETE,FIRST
L003865,B6799,John Jackson,,VA,CONSTRUCTION,WI,35093,Flagstar Bank,242098.00,183773.82,7.09,1573.44,2014-04-30,2034-04-30,2019-10-02,2019-11-01,CURRENT,0,INCOMPLETE,SECOND
L003898,B9226,Patricia Williams,,USDA,PURCHASE,ME,40451,PHH Mortgage,605147.00,328167.15,4.304,2387.51,2012-08-17,2032-08-17,2018-06-17,2018-07-17,CURRENT,0,COMPLETE,SECOND
L002175,B4451,James Taylor,Karen Wilson,ARM,REFINANCE,CT,56984,Flagstar Bank,162525.00,68261.96,5.946,885.84,2017-02-17,2047-02-17,2022-10-18,2022-11-17,CURRENT,0,COMPLETE,FIRST
L000308,B2820,Lisa Garcia,,USDA,REFINANCE,DC,21334,Caliber Home Loans,538148.00,0.00,5.251,2590.33,2013-11-03,2033-11-03,2025-06-30,2016-06-20,PAID_OFF,0,INCOMPLETE,SECOND
L005726,B2969,Mary Lee,David Hernandez,USDA,HOME_EQUITY,IN,90707,Wells Fargo Home Mortgage,309575.00,0.00,7.482,2123.22,2017-10-09,2047-10-09,2028-09-22,2028-10-22,PAID_OFF,0,COMPLETE,FIRST
L001863,B7490,David Davis,Patricia Smith,FIXED,CONSTRUCTION,CO,20698,US Bank,184631.00,140703.79,3.072,519.92,2010-10-10,2040-10-10,2020-04-16,2020-05-16,CURRENT,0,COMPLETE,SECOND
L007891,B5016,Patricia Taylor,,FIXED,HOME_EQUITY,KY,46097,PNC Bank,103800.00,33374.05,3.733,355.19,2011-11-08,2026-11-08,2016-12-22,2017-01-21,DELINQUENT,64,COMPLETE,SECOND
L000925,B8927,Joseph Thomas,,USDA,REFINANCE,WY,23402,Caliber Home Loans,192256.00,66117.74,4.773,841.17,2022-10-24,2032-10-24,2026-07-17,2026-08-16,CURRENT,0,INCOMPLETE,FIRST
L004376,B2830,Patricia Smith,James Williams,JUMBO,CASH_OUT_REFINANCE,MI,15487,PHH Mortgage,96557.00,83468.29,7.957,704.28,2012-03-25,2042-03-25,2016-10-09,2016-11-08,CURRENT,0,INCOMPLETE,SECOND
L007197,B5792,Charles Thomas,Jennifer Garcia,JUMBO,CASH_OUT_REFINANCE,MN,18936,Quicken Loans,385178.00,172454.43,7.397,2611.73,2022-12-03,2032-12-03,2024-06-23,2024-07-23,CURRENT,0,COMPLETE,SECOND
L006325,B5992,Sarah Williams,,FIXED,REFINANCE,NY,51238,Bank of America,572746.00,525341.73,4.414,2317.43,2021-11-10,2031-11-10,2026-05-28,2026-06-27,CURRENT,0,COMPLETE,FIRST
L004758,B1937,Jessica Taylor,,FIXED,CONSTRUCTION,UT,55590,PNC Bank,547181.00,495462.19,4.381,2197.43,2017-03-19,2032-03-19,2021-04-08,2021-05-08,DEFAULT,216,INCOMPLETE,SECOND
L007557,B6527,Lisa White,,USDA,CONSTRUCTION,IN,28643,Green Tree Servicing,455617.00,187333.14,4.691,1959.19,2010-10-23,2025-10-23,2015-10-21,2015-11-20,DEFAULT,273,COMPLETE,FIRST
L004564,B7438,Lisa Hernandez,,FHA,REFINANCE,RI,87088,SunTrust Mortgage,85219.00,39103.32,3.978,310.75,2020-03-12,2040-03-12,2030-02-09,2030-03-11,DELINQUENT,42,COMPLETE,FIRST
L006737,B3557,Joseph Hernandez,Jessica Williams,VA,PURCHASE,MT,37617,Citimortgage,353161.00,178145.10,3.86,1249.60,2016-04-03,2036-04-03,2024-04-21,2024-05-21,DELINQUENT,60,INCOMPLETE,FIRST
L002268,B6366,Robert Thomas,,FIXED,CASH_OUT_REFINANCE,NH,79734,Green Tree Servicing,293284.00,153836.91,8.167,2195.65,2020-05-23,2040-05-23,2028-01-18,2028-02-17,CURRENT,0,COMPLETE,SECOND
L008390,B2818,William Brown,,JUMBO,HOME_EQUITY,PA,11534,Quicken Loans,397770.00,256033.60,6.411,2337.59,2010-04-30,2020-04-30,2017-12-28,2018-01-27,DEFAULT,253,MISSING,SECOND
L006163,B8223,William Jackson,Richard Brown,CONVENTIONAL,CASH_OUT_REFINANCE,WA,10375,Nationstar Mortgage,119209.00,0.00,8.081,883.05,2012-11-26,2042-11-26,2016-10-10,2016-11-09,CLOSED,0,COMPLETE,SECOND
L009287,B5628,James Jones,Jennifer White,ARM,HOME_EQUITY,PA,81470,Citimortgage,791990.00,0.00,8.031,5830.43,2012-09-30,2027-09-30,2015-12-22,2016-01-21,CLOSED,0,COMPLETE,FIRST
L002790,B1825,Susan Anderson,,USDA,CASH_OUT_REFINANCE,WV,87719,PNC Bank,440784.00,0.00,5.998,2423.50,2017-11-05,2047-11-05,2028-01-29,2028-02-28,PAID_OFF,0,INCOMPLETE,SECOND
L008325,B1558,Jessica Taylor,,FIXED,CONSTRUCTION,MD,24167,Freedom Mortgage,61880.00,0.00,6.141,348.34,2013-04-08,2028-04-08,2021-11-11,2021-12-11,PAID_OFF,0,INCOMPLETE,FIRST
L000298,B4907,James Johnson,,VA,PURCHASE,NH,63150,JPMorgan Chase Bank,562997.00,455263.96,4.833,2494.22,2022-02-15,2042-02-15,2027-10-23,2027-11-22,CURRENT,42,MISSING,FIRST
L006173,B7687,Jennifer Miller,,JUMBO,REFINANCE,CO,81744,Nationstar Mortgage,508223.00,286934.81,6.707,3124.60,2017-08-27,2047-08-27,2025-09-03,2025-10-03,CURRENT,0,COMPLETE,FIRST
L003067,B6782,Richard Miller,,FIXED,CASH_OUT_REFINANCE,ID,64332,SunTrust Mortgage,684915.00,278942.37,3.103,1948.18,2014-01-03,2044-01-03,2020-02-09,2020-03-10,CURRENT,0,COMPLETE,FIRST
L004076,B8191,Barbara Lee,Susan Moore,VA,HOME_EQUITY,RI,13869,Nationstar Mortgage,586083.00,260209.68,2.651,1424.23,2016-05-17,2031-05-17,2017-08-19,2017-09-18,CURRENT,0,MISSING,SECOND
L009572,B9685,John Brown,Thomas Davis,FIXED,PURCHASE,CO,16489,Freedom Mortgage,589302.00,232326.17,4.984,2692.32,2019-11-08,2029-11-08,2026-03-06,2026-04-05,CURRENT,0,COMPLETE,SECOND
L002527,B2629,Thomas Anderson,,ARM,HOME_EQUITY,NE,47513,US Bank,346059.00,143809.16,6.075,1927.12,2013-11-29,2028-11-29,2021-11-20,2021-12-20,CURRENT,0,COMPLETE,SECOND
L009718,B6000,James Garcia,,CONVENTIONAL,HOME_EQUITY,OH,61443,Caliber Home Loans,69536.00,40604.13,7.528,479.84,2011-08-08,2021-08-08,2021-08-21,2021-09-20,CURRENT,0,INCOMPLETE,SECOND
L003255,B9895,Susan Martin,,CONVENTIONAL,CONSTRUCTION,PA,60331,Quicken Loans,298301.00,229984.46,3.927,1073.81,2016-06-14,2031-06-14,2017-10-10,2017-11-09,CURRENT,0,COMPLETE,FIRST
L006481,B8687,Susan Garcia,William Wilson,JUMBO,CONSTRUCTION,OK,73815,PNC Bank,112255.00,80174.80,6.316,649.92,2011-07-20,2021-07-20,2020-03-10,2020-04-09,DELINQUENT,46,COMPLETE,FIRST
L009766,B4021,Charles Williams,,USDA,HOME_EQUITY,ND,73937,Bank of America,215645.00,107604.00,6.786,1341.42,2014-02-02,2029-02-02,2021-04-10,2021-05-10,CURRENT,0,COMPLETE,SECOND
L001279,B1558,Susan Williams,Richard Miller,VA,PURCHASE,HI,89300,Green Tree Servicing,771484.00,638291.14,5.844,4132.84,2018-01-05,2028-01-05,2023-07-07,2023-08-06,DELINQUENT,67,INCOMPLETE,FIRST
L008524,B5979,Linda Wilson,,FHA,REFINANCE,OK,67749,Bank of America,588461.00,254191.99,7.609,4104.47,2019-05-14,2039-05-14,2028-02-25,2028-03-26,CURRENT,0,MISSING,SECOND
L002416,B2074,Sarah Davis,Patricia Moore,FHA,CONSTRUCTION,NE,37928,Quicken Loans,746339.00,0.00,6.658,4555.03,2016-03-04,2031-03-04,2017-04-15,2017-05-15,PAID_OFF,0,MISSING,SECOND
L003349,B7920,Michael Garcia,William Anderson,ARM,HOME_EQUITY,MD,37602,Nationstar Mortgage,341069.00,0.00,8.094,2530.56,2019-03-06,2029-03-06,2023-09-28,2023-10-28,CLOSED,0,COMPLETE,FIRST
L007696,B6542,John Taylor,,FHA,PURCHASE,CT,80619,Freedom Mortgage,107036.00,83276.50,2.696,264.52,2016-10-04,2036-10-04,2020-09-20,2020-10-20,CURRENT,0,COMPLETE,SECOND
L007001,B5726,William Taylor,,ARM,HOME_EQUITY,HI,71088,PNC Bank,194050.00,104378.82,2.71,482.05,2018-04-04,2038-04-04,2025-03-13,2025-04-12,CURRENT,0,COMPLETE,FIRST
L002978,B8151,Joseph Martinez,,CONVENTIONAL,REFINANCE,CO,52749,Bank of America,403365.00,138526.85,7.262,2685.13,2011-10-21,2041-10-21,2022-07-08,2022-08-07,CURRENT,0,INCOMPLETE,SECOND
L005772,B9102,Mary Taylor,,FHA,CONSTRUCTION,NV,65244,Freedom Mortgage,453315.00,294887.05,4.875,2025.75,2012-05-19,2042-05-19,2013-04-16,2013-05-16,DELINQUENT,71,INCOMPLETE,FIRST
L003613,B1760,Robert Jackson,Lisa Moore,ARM,REFINANCE,PA,46397,US Bank,282567.00,102172.60,7.629,1976.06,2021-07-12,2036-07-12,2029-07-05,2029-08-04,CURRENT,0,COMPLETE,SECOND
L002218,B7577,Sarah Anderson,,ARM,CASH_OUT_REFINANCE,DE,38125,Wells Fargo Home Mortgage,617735.00,0.00,7.924,4487.02,2012-03-02,2022-03-02,2018-01-25,2018-02-24,PAID_OFF,0,COMPLETE,SECOND
L001605,B5743,Patricia Brown,Sarah Thompson,JUMBO,CONSTRUCTION,NM,50196,Freedom Mortgage,220076.00,177002.43,5.402,1089.78,2020-03-16,2040-03-16,2029-06-16,2029-07-16,CURRENT,0,COMPLETE,SECOND
L000486,B1131,Linda Wilson,,FIXED,CASH_OUT_REFINANCE,GA,42421,Flagstar Bank,505426.00,-200090.79,5.381,2493.06,2016-04-30,2046-04-30,2017-05-03,2017-06-02,DEFAULT,185,COMPLETE,SECOND
L003708,B7325,David Garcia,,VA,CASH_OUT_REFINANCE,AR,48088,Caliber Home Loans,597837.00,377071.28,6.284,3443.74,2014-01-25,2044-01-25,2016-09-18,2016-10-18,CURRENT,0,COMPLETE,FIRST
L005675,B8124,Jessica Miller,,CONVENTIONAL,CONSTRUCTION,AZ,74092,Bank of America,471365.00,416064.75,4.491,1940.49,2022-09-11,2037-09-11,2032-02-02,2032-03-03,CURRENT,0,COMPLETE,FIRST
L009285,B3497,Lisa Miller,,FHA,CONSTRUCTION,MA,53110,Flagstar Bank,723871.00,231617.16,3.259,2162.50,2022-10-22,2037-10-22,2029-10-18,2029-11-17,CURRENT,0,COMPLETE,SECOND
L007068,B6845,Jessica Brown,,VA,PURCHASE,IA,56641,PNC Bank,137209.00,74378.64,3.355,421.97,2020-04-12,2050-04-12,2028-03-04,2028-04-03,CURRENT,0,COMPLETE,SECOND
L008855,B2991,John Garcia,,VA,CASH_OUT_REFINANCE,NJ,42525,Caliber Home Loans,62478.00,0.00,4.298,246.15,2011-09-05,2026-09-05,2013-02-01,2013-03-03,CLOSED,0,COMPLETE,FIRST
L008827,B3276,Sarah Martin,,CONVENTIONAL,HOME_EQUITY,FL,94374,PNC Bank,111698.00,60629.22,8.469,867.14,2013-03-01,2023-03-01,2016-07-11,2016-08-10,DELINQUENT,35,COMPLETE,FIRST
L008882,B2361,Lisa Miller,,VA,HOME_EQUITY,TN,14940,SunTrust Mortgage,91777.00,52045.97,7.284,612.80,2012-10-22,2027-10-22,2021-01-01,2021-01-31,CURRENT,0,COMPLETE,SECOND
L005340,B3087,Sarah Johnson,,ARM,CASH_OUT_REFINANCE,OH,64720,SunTrust Mortgage,220052.00,139662.36,6.375,1285.93,2019-06-15,2049-06-15,2029-01-02,2029-02-01,CURRENT,0,COMPLETE,SECOND
L004500,B2992,Barbara Garcia,Jessica Hernandez,FHA,CASH_OUT_REFINANCE,AZ,55767,Caliber Home Loans,694889.00,465161.17,6.12,3898.33,2018-08-07,2048-08-07,2028-07-31,2028-08-30,CURRENT,0,COMPLETE,SECOND
L009066,B8241,Barbara Smith,,JUMBO,CONSTRUCTION,IN,30387,Wells Fargo Home Mortgage,378448.00,243535.07,4.919,1706.45,2022-09-01,2032-09-01,2028-08-06,2028-09-05,CURRENT,0,COMPLETE,SECOND
L002449,B2698,James Wilson,Barbara Davis,FIXED,HOME_EQUITY,TX,67084,Caliber Home Loans,743543.00,551203.06,5.92,4034.96,2010-02-03,2025-02-03,2013-10-23,2013-11-22,CURRENT,0,COMPLETE,SECOND
L001005,B2419,Thomas Moore,,USDA,HOME_EQUITY,GA,37962,Green Tree Servicing,578671.00,465166.39,5.944,3152.99,2017-01-02,2037-01-02,2024-12-04,2025-01-03,CURRENT,0,INCOMPLETE,SECOND
L000699,B8993,Patricia Thompson,,ARM,PURCHASE,MO,85448,JPMorgan Chase Bank,637905.00,516907.62,6.14,3590.34,2022-09-08,2052-09-08,2029-07-27,2029-08-26,CURRENT,0,,FIRST
L000479,B9074,Patricia Thomas,Michael Smith,ARM,CONSTRUCTION,UT,80035,PHH Mortgage,61214.00,67591.25,8.273,464.22,2019-07-06,2034-07-06,2024-12-20,2025-01-19,CURRENT,0,INCOMPLETE,SECOND
L007841,B1304,Lisa Wilson,,CONVENTIONAL,HOME_EQUITY,ME,37070,PHH Mortgage,483384.00,351718.25,5.336,2364.39,2017-04-15,2037-04-15,2017-12-16,2018-01-15,CURRENT,0,COMPLETE,SECOND
L008751,B1107,Jessica Taylor,Joseph Jackson,USDA,CASH_OUT_REFINANCE,SD,68850,Wells Fargo Home Mortgage,87839.00,70830.03,7.887,635.05,2018-07-26,2033-07-26,2024-05-25,2024-06-24,DELINQUENT,76,COMPLETE,SECOND
L007048,B3147,Jennifer Anderson,,USDA,HOME_EQUITY,IA,70104,PHH Mortgage,347689.00,0.00,4.828,1538.76,2016-09-23,2031-09-23,2025-03-16,2025-04-15,PAID_OFF,0,COMPLETE,FIRST
L002060,B1147,Charles Johnson,,VA,CONSTRUCTION,MS,32481,Green Tree Servicing,246998.00,0.00,5.74,1299.62,2020-03-09,2035-03-09,2021-05-26,2021-06-25,PAID_OFF,0,COMPLETE,SECOND
L000148,B7484,Barbara Martinez,Sarah Brown,FIXED,REFINANCE,MI,27614,US Bank,397596.00,18880.93,6.643,2421.13,2011-02-08,2041-02-08,2021-07-06,2021-08-05,CLOSED,0,INCOMPLETE,SECOND
L006836,B4104,Sarah Anderson,,JUMBO,REFINANCE,NE,32587,Green Tree Servicing,730020.00,573499.93,7.546,5049.67,2016-10-03,2036-10-03,2024-02-11,2024-03-12,CURRENT,0,COMPLETE,FIRST
L001125,B1855,Sarah Davis,,ARM,REFINANCE,NJ,56743,Citimortgage,604794.00,252014.08,7.61,4218.94,2011-01-22,2031-01-22,2014-08-07,2014-09-06,CURRENT,0,COMPLETE,FIRST
L008477,B4533,Jessica Lee,,FIXED,CONSTRUCTION,CT,42223,Bank of America,696757.00,370504.84,8.325,5317.13,2020-12-21,2040-12-21,2023-01-29,2023-02-28,CURRENT,0,MISSING,FIRST
L002352,B6859,William Martinez,,FIXED,CONSTRUCTION,TN,17503,PHH Mortgage,492384.00,347499.71,4.057,1831.14,2010-09-09,2020-09-09,2017-02-27,2017-03-29,CURRENT,0,MISSING,SECOND
L000850,B6847,Karen Anderson,,JUMBO,HOME_EQUITY,NM,12153,PHH Mortgage,150757.00,74243.64,4.78,660.57,2014-05-27,2029-05-27,2018-02-15,2018-03-17,CURRENT,0,INCOMPLETE,FIRST
L006702,B5299,Thomas Lee,Susan Anderson,VA,CASH_OUT_REFINANCE,MS,22729,Quicken Loans,304854.00,206155.23,3.873,1082.31,2014-05-04,2034-05-04,2022-02-18,2022-03-20,CURRENT,0,COMPLETE,FIRST
L004587,B1238,Joseph Smith,,JUMBO,PURCHASE,TN,43350,PHH Mortgage,161693.00,48751.68,6.975,1033.82,2015-01-08,2025-01-08,2025-10-20,2025-11-19,CURRENT,0,COMPLETE,FIRST
L004827,B7215,Lisa Martinez,,USDA,REFINANCE,MT,47299,US Bank,139390.00,59330.99,8.46,1080.97,2020-07-25,2040-07-25,2026-02-18,2026-03-20,CURRENT,0,INCOMPLETE,SECOND
L006947,B9014,William Taylor,,FIXED,CONSTRUCTION,DC,27290,Freedom Mortgage,186762.00,0.00,7.161,1225.95,2016-02-04,2026-02-04,2023-06-11,2023-07-11,CLOSED,0,MISSING,SECOND
L008797,B9486,Mary Jones,,CONVENTIONAL,HOME_EQUITY,MD,97334,US Bank,154995.00,0.00,6.788,964.43,2014-08-04,2029-08-04,2019-11-08,2019-12-08,PAID_OFF,0,COMPLETE,FIRST
L000379,B8911,Karen Johnson,,VA,CASH_OUT_REFINANCE,NY,56798,Flagstar Bank,185367.00,164172.56,3.54,601.52,2013-07-04,2043-07-04,2014-09-20,2014-10-20,UNKNOWN,197,COMPLETE,FIRST
L009553,B2459,Jennifer Martinez,,USDA,REFINANCE,CT,63888,Nationstar Mortgage,192988.00,78806.25,4.403,778.92,2015-09-16,2030-09-16,2021-04-20,2021-05-20,CURRENT,0,COMPLETE,FIRST
L006082,B7977,Richard Jones,,VA,CONSTRUCTION,MI,96380,Wells Fargo Home Mortgage,766759.00,376956.55,3.618,2542.96,2017-12-11,2047-12-11,2019-12-09,2020-01-08,CURRENT,0,COMPLETE,FIRST
L005982,B7137,Robert Davis,,ARM,HOME_EQUITY,MO,35445,SunTrust Mortgage,81198.00,27645.57,6.447,479.86,2013-03-17,2043-03-17,2019-05-25,2019-06-24,CURRENT,0,COMPLETE,FIRST
L002372,B9852,Michael Moore,David Thompson,VA,CONSTRUCTION,DE,32157,US Bank,53264.00,22301.23,3.684,179.87,2016-03-29,2046-03-29,2026-04-12,2026-05-12,DELINQUENT,80,COMPLETE,SECOND
L004246,B4979,James Jones,,ARM,PURCHASE,MI,86197,PNC Bank,291512.00,114039.02,7.091,1894.85,2011-05-18,2021-05-18,2014-09-14,2014-10-14,DELINQUENT,42,COMPLETE,SECOND
L008687,B1137,James Garcia,,ARM,REFINANCE,MO,22244,SunTrust Mortgage,715390.00,443889.08,4.695,3078.86,2013-12-03,2033-12-03,2023-10-21,2023-11-20,CURRENT,0,COMPLETE,FIRST
L008078,B7062,Karen Garcia,,CONVENTIONAL,PURCHASE,WI,12732,Citimortgage,643187.00,495304.07,5.321,3137.20,2016-08-27,2046-08-27,2022-05-30,2022-06-29,CURRENT,0,COMPLETE,FIRST
L005841,B5699,John Brown,,VA,PURCHASE,MO,43169,PNC Bank,791306.00,694078.53,6.642,4817.87,2018-09-14,2048-09-14,2025-11-30,2025-12-30,CURRENT,0,COMPLETE,FIRST
L003605,B1991,Karen Williams,,JUMBO,CONSTRUCTION,AR,22017,US Bank,165859.00,86056.57,5.447,828.15,2021-05-20,2041-05-20,2025-02-02,2025-03-04,DELINQUENT,70,COMPLETE,FIRST
L003478,B1753,Jennifer Smith,Linda Hernandez,VA,REFINANCE,AZ,38465,Nationstar Mortgage,80131.00,71019.33,8.048,591.15,2020-01-18,2050-01-18,2025-05-25,2025-06-24,CURRENT,0,COMPLETE,FIRST
L005801,B1480,Sarah Jones,,VA,HOME_EQUITY,TN,17279,Caliber Home Loans,205430.00,0.00,7.454,1403.67,2019-01-09,2034-01-09,2022-05-28,2022-06-27,PAID_OFF,0,COMPLETE,SECOND
L002590,B7346,Michael Moore,,ARM,CASH_OUT_REFINANCE,MN,24307,Citimortgage,634073.00,543432.04,5.411,3145.05,2015-08-07,2025-08-07,2019-12-16,2020-01-15,DELINQUENT,63,COMPLETE,FIRST
L006187,B7210,Linda Wilson,,USDA,PURCHASE,NM,28596,Caliber Home Loans,724554.00,245967.71,6.859,4555.57,2021-11-24,2041-11-24,2025-02-04,2025-03-06,CURRENT,0,MISSING,FIRST
L007660,B7712,Richard Johnson,,JUMBO,CASH_OUT_REFINANCE,FL,25830,US Bank,241372.00,160851.39,3.084,682.36,2020-10-21,2040-10-21,2029-12-07,2030-01-06,CURRENT,0,COMPLETE,FIRST
L009144,B8233,Linda Johnson,,ARM,CASH_OUT_REFINANCE,CT,10291,Citimortgage,92728.00,60689.67,3.009,255.77,2016-03-24,2046-03-24,2019-01-17,2019-02-16,DELINQUENT,65,COMPLETE,SECOND
L007707,B8877,Jennifer White,,FIXED,CASH_OUT_REFINANCE,OH,92234,Freedom Mortgage,89444.00,0.00,3.758,308.12,2022-01-08,2052-01-08,2022-02-20,2022-03-22,PAID_OFF,0,COMPLETE,SECOND
L001729,B7693,Linda Johnson,,USDA,PURCHASE,SD,42116,Caliber Home Loans,126846.00,63491.69,7.245,842.42,2018-10-15,2028-10-15,2028-02-09,2028-03-10,CURRENT,0,COMPLETE,FIRST
L004536,B4674,Richard Wilson,,JUMBO,PURCHASE,MT,53482,SunTrust Mortgage,592873.00,266271.16,3.108,1689.10,2013-04-30,2033-04-30,2013-08-17,2013-09-16,CURRENT,0,COMPLETE,FIRST
L009550,B7548,Sarah Thompson,Joseph Smith,CONVENTIONAL,HOME_EQUITY,MA,18982,Citimortgage,339017.00,165507.89,5.287,1643.02,2015-02-10,2035-02-10,2021-03-04,2021-04-03,CURRENT,0,COMPLETE,SECOND
L006549,B3737,Patricia Johnson,,JUMBO,HOME_EQUITY,HI,35367,Wells Fargo Home Mortgage,479051.00,0.00,6.838,3002.77,2015-06-05,2030-06-05,2024-03-13,2024-04-12,PAID_OFF,0,COMPLETE,FIRST
L003095,B3583,Richard Thomas,Susan White,FHA,HOME_EQUITY,AL,34902,Bank of America,576100.00,186349.30,5.251,2773.01,2017-01-11,2047-01-11,2017-11-30,2017-12-30,CURRENT,0,COMPLETE,SECOND
L009559,B4628,Mary Martinez,,FIXED,HOME_EQUITY,ID,64755,Wells Fargo Home Mortgage,170854.00,0.00,7.56,1184.02,2022-08-05,2052-08-05,2023-02-24,2023-03-26,PAID_OFF,0,COMPLETE,FIRST
L004008,B8846,David Martinez,,FIXED,PURCHASE,AL,80623,Caliber Home Loans,338634.00,175071.76,8.419,2613.38,2013-10-28,2028-10-28,2021-11-30,2021-12-30,CURRENT,0,COMPLETE,SECOND
L008798,B6562,Jessica White,,JUMBO,PURCHASE,VT,45643,Caliber Home Loans,176933.00,120390.90,5.082,824.24,2022-05-31,2052-05-31,2028-06-27,2028-07-27,DELINQUENT,40,INCOMPLETE,FIRST
L005319,B2374,Thomas Hernandez,Joseph Johnson,CONVENTIONAL,REFINANCE,MS,97733,PHH Mortgage,693171.00,531399.71,7.896,5017.17,2015-05-24,2030-05-24,2018-02-02,2018-03-04,CURRENT,0,COMPLETE,FIRST
L003282,B5671,Thomas Martinez,,USDA,REFINANCE,GA,86017,Bank of America,435234.00,228894.08,2.582,1030.13,2021-09-23,2036-09-23,2029-12-18,2030-01-17,CURRENT,0,MISSING,SECOND
L002854,B8560,Susan Miller,,VA,PURCHASE,RI,65704,Flagstar Bank,171503.00,105973.71,8.29,1303.28,2019-10-22,2039-10-22,2029-07-18,2029-08-17,CURRENT,0,INCOMPLETE,SECOND
L007111,B1113,Thomas Williams,,FIXED,PURCHASE,DC,92549,Wells Fargo Home Mortgage,177347.00,55143.04,6.54,1063.20,2011-12-05,2026-12-05,2017-06-01,2017-07-01,CURRENT,0,COMPLETE,FIRST
