loan_id,borrower_id,borrower_name,co_borrower_name,loan_type,loan_purpose,property_state,property_zip,servicer_name,original_principal,current_balance,interest_rate,monthly_payment,origination_date,maturity_date,last_payment_date,next_payment_date,payment_status,days_past_due,document_status,lien_position
L005214,B1149,Karen Taylor,,FHA,CASH_OUT_REFINANCE,WA,52926,PNC Bank,683127.00,0.00,2.872,1798.45,2012-07-09,2042-07-09,2016-12-22,2017-01-21,PAID_OFF,0,COMPLETE,SECOND
L005215,B4221,William Lee,,FHA,CONSTRUCTION,NC,90716,Freedom Mortgage,592710.00,236902.35,7.834,4256.35,2011-12-18,2021-12-18,2018-12-14,2019-01-13,CURRENT,0,COMPLETE,FIRST
L005216,B9022,Barbara Taylor,,USDA,HOME_EQUITY,GA,30401,Freedom Mortgage,389841.00,350417.77,7.524,2688.73,2017-12-16,2027-12-16,2021-03-17,2021-04-16,CURRENT,0,COMPLETE,SECOND
L005217,B7578,Susan Anderson,,FIXED,CONSTRUCTION,NM,10756,PNC Bank,747498.00,611876.56,7.621,5221.96,2019-06-25,2034-06-25,2027-01-19,2027-02-18,CURRENT,0,COMPLETE,SECOND
L005218,B2889,Thomas Wilson,,VA,HOME_EQUITY,NC,95913,Wells Fargo Home Mortgage,524966.00,168970.30,4.828,2323.32,2010-03-10,2025-03-10,2017-01-16,2017-02-15,CURRENT,0,COMPLETE,SECOND
L005219,B5421,Thomas Jackson,,USDA,HOME_EQUITY,NY,94769,Bank of America,400490.00,0.00,6.082,2232.80,2019-08-06,2034-08-06,2020-09-19,2020-10-19,CLOSED,0,COMPLETE,FIRST
L005220,B6695,Susan Martin,Joseph Thompson,ARM,PURCHASE,UT,30382,Bank of America,168407.00,57166.52,6.031,931.02,2010-06-11,2030-06-11,2016-03-13,2016-04-12,CURRENT,0,COMPLETE,SECOND
L005221,B2880,Thomas Wilson,,FIXED,REFINANCE,MS,79139,SunTrust Mortgage,400806.00,379639.22,5.363,1970.40,2014-11-17,2024-11-17,2025-01-26,2025-02-25,CURRENT,0,COMPLETE,FIRST
L005222,B1996,Charles Miller,,FHA,CASH_OUT_REFINANCE,TX,83371,US Bank,319324.00,234460.31,3.098,906.83,2012-06-13,2022-06-13,2019-04-01,2019-05-01,CURRENT,0,MISSING,FIRST
L005223,B5787,Karen Smith,,USDA,CONSTRUCTION,ID,33709,Citimortgage,68429.00,63855.48,6.999,439.02,2014-07-19,2029-07-19,2024-03-12,2024-04-11,CURRENT,0,COMPLETE,FIRST
L005224,B9782,Mary Jones,,ARM,CONSTRUCTION,NV,38489,Citimortgage,633433.00,468176.62,4.713,2736.59,2017-05-27,2047-05-27,2022-03-10,2022-04-09,CURRENT,0,COMPLETE,SECOND
L005225,B6507,Karen Martinez,Jessica Taylor,ARM,PURCHASE,NE,20798,Caliber Home Loans,593677.00,497696.53,2.735,1488.40,2010-04-09,2030-04-09,2016-07-10,2016-08-09,DELINQUENT,52,COMPLETE,FIRST
L005226,B4301,Lisa Davis,,JUMBO,CONSTRUCTION,NC,16702,US Bank,156537.00,0.00,5.882,844.02,2015-07-04,2030-07-04,2016-02-16,2016-03-17,PAID_OFF,0,COMPLETE,FIRST
L005227,B6732,Susan Hernandez,,ARM,CASH_OUT_REFINANCE,NE,88649,Freedom Mortgage,799239.00,363347.84,7.793,5709.43,2012-09-24,2032-09-24,2014-10-08,2014-11-07,CURRENT,0,INCOMPLETE,SECOND
L005228,B2856,Thomas Taylor,,FHA,CASH_OUT_REFINANCE,MS,54128,SunTrust Mortgage,377643.00,139619.79,4.442,1537.70,2012-05-17,2042-05-17,2014-11-27,2014-12-27,CURRENT,0,INCOMPLETE,FIRST
L005229,B1218,Michael Miller,,FHA,REFINANCE,ID,77317,Wells Fargo Home Mortgage,211416.00,0.00,7.913,1533.52,2012-05-18,2027-05-18,2015-09-30,2015-10-30,PAID_OFF,0,COMPLETE,FIRST
L005230,B8656,Joseph Lee,,USDA,CONSTRUCTION,NH,54995,Nationstar Mortgage,765076.00,346555.52,3.774,2646.78,2015-03-17,2035-03-17,2016-08-31,2016-09-30,CURRENT,0,INCOMPLETE,SECOND
L005231,B3899,Charles Thomas,,CONVENTIONAL,CASH_OUT_REFINANCE,LA,34619,PHH Mortgage,633140.00,235395.08,4.466,2591.97,2016-01-31,2031-01-31,2018-07-12,2018-08-11,CURRENT,0,COMPLETE,SECOND
L005232,B1347,Lisa Smith,,CONVENTIONAL,CASH_OUT_REFINANCE,OH,41141,PHH Mortgage,562673.00,438698.13,4.204,2168.35,2014-04-06,2029-04-06,2020-10-26,2020-11-25,CURRENT,0,COMPLETE,FIRST
L005233,B2586,Lisa Davis,,FIXED,CONSTRUCTION,OH,76126,Nationstar Mortgage,433814.00,166116.05,6.961,2768.13,2022-11-13,2052-11-13,2023-01-06,2023-02-05,CURRENT,0,COMPLETE,FIRST
L005234,B1745,Richard Martin,,ARM,REFINANCE,CO,55033,PHH Mortgage,170120.00,96715.79,6.522,1017.06,2012-06-06,2042-06-06,2020-11-01,2020-12-01,CURRENT,0,COMPLETE,SECOND
L005235,B8015,John Hernandez,Karen Moore,VA,CASH_OUT_REFINANCE,DE,41640,PNC Bank,300389.00,230574.48,7.335,2019.74,2012-07-20,2042-07-20,2021-06-14,2021-07-14,CURRENT,0,COMPLETE,FIRST
L005236,B9567,Robert Thomas,,VA,PURCHASE,WI,38457,PNC Bank,522227.00,338426.28,5.818,2785.12,2019-07-22,2034-07-22,2025-06-16,2025-07-16,CURRENT,0,COMPLETE,SECOND
L005237,B9402,Sarah Martinez,,FIXED,HOME_EQUITY,NY,73633,Green Tree Servicing,637732.00,323463.20,6.225,3639.06,2010-12-10,2030-12-10,2013-06-21,2013-07-21,CURRENT,0,COMPLETE,SECOND
L005238,B8269,Mary Garcia,,ARM,CONSTRUCTION,TX,14440,PHH Mortgage,95280.00,77141.96,4.336,378.71,2014-01-05,2024-01-05,2015-11-22,2015-12-22,CURRENT,0,COMPLETE,FIRST
L005239,B5408,Charles Jones,,USDA,CONSTRUCTION,NM,83144,Caliber Home Loans,81797.00,55018.89,3.37,252.68,2015-10-29,2025-10-29,2025-07-13,2025-08-12,CURRENT,0,COMPLETE,SECOND
L005240,B2883,Charles Lee,,CONVENTIONAL,PURCHASE,AL,19235,Flagstar Bank,316687.00,289986.61,8.094,2349.66,2011-10-03,2041-10-03,2018-05-27,2018-06-26,CURRENT,0,COMPLETE,FIRST
L005241,B9751,Sarah White,,USDA,REFINANCE,MA,19093,SunTrust Mortgage,334465.00,160822.84,8.443,2588.56,2013-05-05,2033-05-05,2020-06-23,2020-07-23,CURRENT,0,INCOMPLETE,FIRST
L005242,B8775,William White,Joseph Jackson,JUMBO,CONSTRUCTION,AR,50747,PHH Mortgage,434251.00,0.00,5.973,2377.63,2013-04-30,2023-04-30,2016-07-26,2016-08-25,PAID_OFF,0,COMPLETE,FIRST
L005243,B1851,Joseph Jones,,FHA,HOME_EQUITY,WY,51942,Flagstar Bank,515919.00,269600.58,3.281,1551.67,2014-09-10,2029-09-10,2022-09-03,2022-10-03,DEFAULT,279,INCOMPLETE,SECOND
L005244,B2684,Barbara White,,FIXED,CASH_OUT_REFINANCE,MT,13154,SunTrust Mortgage,197801.00,98567.61,3.191,578.58,2020-07-10,2040-07-10,2024-10-09,2024-11-08,CURRENT,0,COMPLETE,SECOND
L005245,B3152,Joseph Jackson,Sarah Anderson,USDA,REFINANCE,NH,14287,Green Tree Servicing,780231.00,707042.00,3.15,2252.92,2022-12-27,2037-12-27,2023-11-14,2023-12-14,CURRENT,0,INCOMPLETE,FIRST
L005246,B7261,Sarah Johnson,Michael Thomas,ARM,HOME_EQUITY,CO,73674,Quicken Loans,175954.00,152994.63,6.316,1018.72,2021-02-28,2041-02-28,2024-09-02,2024-10-02,CURRENT,0,COMPLETE,FIRST
L005247,B2245,Sarah Martinez,Robert Jackson,VA,HOME_EQUITY,CA,89702,Green Tree Servicing,162016.00,60623.92,4.495,667.57,2015-08-31,2030-08-31,2025-05-30,2025-06-29,DELINQUENT,65,COMPLETE,FIRST
L005248,B6360,Barbara Lee,,JUMBO,CASH_OUT_REFINANCE,AK,45217,Nationstar Mortgage,202086.00,175018.26,4.305,797.48,2012-08-17,2032-08-17,2015-04-06,2015-05-06,CURRENT,0,COMPLETE,FIRST
L005249,B2832,Karen Garcia,,CONVENTIONAL,HOME_EQUITY,NC,92248,SunTrust Mortgage,691173.00,525122.68,3.576,2265.67,2020-04-28,2050-04-28,2023-01-04,2023-02-03,CURRENT,0,COMPLETE,SECOND
L005250,B3244,Charles Thompson,,ARM,HOME_EQUITY,PA,20954,US Bank,334443.00,280266.62,6.867,2105.24,2011-07-23,2031-07-23,2015-08-16,2015-09-15,CURRENT,0,INCOMPLETE,FIRST
L005251,B1125,Charles Martin,,JUMBO,CASH_OUT_REFINANCE,NE,85405,PNC Bank,113396.00,0.00,4.117,427.95,2010-09-11,2040-09-11,2012-11-18,2012-12-18,PAID_OFF,0,MISSING,FIRST
L005252,B9390,David Smith,,JUMBO,PURCHASE,WY,12698,PNC Bank,462988.00,366897.98,4.536,1925.10,2018-06-27,2028-06-27,2021-05-25,2021-06-24,CURRENT,0,COMPLETE,FIRST
L005253,B4009,James Hernandez,,ARM,HOME_EQUITY,NY,37593,PNC Bank,423780.00,395248.53,5.845,2270.58,2020-07-15,2040-07-15,2026-08-20,2026-09-19,DEFAULT,127,COMPLETE,SECOND
L005254,B8418,Thomas Davis,Sarah Miller,CONVENTIONAL,CONSTRUCTION,SD,23564,JPMorgan Chase Bank,306521.00,128929.55,6.028,1693.73,2019-10-31,2034-10-31,2026-12-17,2027-01-16,CURRENT,0,COMPLETE,FIRST
L005255,B3570,Michael Martinez,Joseph Jones,ARM,PURCHASE,NH,56322,Wells Fargo Home Mortgage,393663.00,174103.96,6.904,2491.36,2013-04-02,2043-04-02,2017-03-07,2017-04-06,CURRENT,0,COMPLETE,SECOND
L005256,B7226,Patricia Miller,Barbara Johnson,CONVENTIONAL,REFINANCE,GA,33960,Caliber Home Loans,431954.00,0.00,5.156,2041.56,2016-02-17,2046-02-17,2020-08-11,2020-09-10,PAID_OFF,0,INCOMPLETE,SECOND
L005257,B5018,Jennifer Davis,Susan Wilson,USDA,HOME_EQUITY,NH,96400,Bank of America,517215.00,238565.67,3.914,1855.68,2015-01-27,2045-01-27,2021-02-22,2021-03-24,CURRENT,0,INCOMPLETE,FIRST
L005258,B9408,Michael Hernandez,,USDA,PURCHASE,WY,52622,Quicken Loans,448481.00,191595.38,5.282,2171.47,2017-05-09,2027-05-09,2018-10-01,2018-10-31,DELINQUENT,49,INCOMPLETE,FIRST
L005259,B9142,Michael Jackson,,VA,HOME_EQUITY,CA,54422,PNC Bank,491849.00,259786.34,7.89,3557.30,2014-07-26,2034-07-26,2019-07-21,2019-08-20,DELINQUENT,38,COMPLETE,FIRST
L000101,B4120,Richard Williams,,CONVENTIONAL,REFINANCE,VA,57164,PHH Mortgage,158470.00,143005.02,7.481,1086.72,2014-12-22,2034-12-22,2025-11-26,2025-12-26,CURRENT,0,MISSING,SECOND
L005261,B6867,Lisa White,,FIXED,HOME_EQUITY,MN,10966,Citimortgage,567305.00,389254.50,8.009,4164.92,2017-03-07,2027-03-07,2027-12-09,2028-01-08,CURRENT,0,COMPLETE,FIRST
L005262,B2261,Charles Davis,,CONVENTIONAL,HOME_EQUITY,MI,30474,JPMorgan Chase Bank,169226.00,69585.76,2.94,456.06,2012-04-20,2032-04-20,2021-11-10,2021-12-10,CURRENT,0,MISSING,FIRST
L005263,B8171,Sarah Martinez,,FHA,CASH_OUT_REFINANCE,AZ,71461,Flagstar Bank,653953.00,550593.14,2.921,1751.01,2010-11-25,2040-11-25,2020-12-25,2021-01-24,CURRENT,0,COMPLETE,FIRST
L005264,B8291,Linda Lee,,ARM,PURCHASE,AZ,66252,Wells Fargo Home Mortgage,225450.00,98431.69,6.931,1432.38,2022-05-10,2037-05-10,2023-02-13,2023-03-15,CURRENT,0,COMPLETE,FIRST
L005265,B3523,Joseph Moore,,FIXED,PURCHASE,TX,56626,PHH Mortgage,203677.00,0.00,5.204,971.61,2016-02-08,2031-02-08,2024-01-11,2024-02-10,PAID_OFF,0,COMPLETE,FIRST
L005266,B2300,Karen Miller,,USDA,REFINANCE,CO,39476,SunTrust Mortgage,788439.00,282965.79,6.486,4687.66,2015-03-06,2030-03-06,2019-03-25,2019-04-24,DELINQUENT,73,COMPLETE,FIRST
L005267,B4517,Patricia Jackson,Jennifer Taylor,USDA,PURCHASE,AZ,46903,PHH Mortgage,349950.00,162525.22,5.092,1633.45,2013-11-16,2043-11-16,2023-09-17,2023-10-17,CURRENT,0,INCOMPLETE,SECOND
L005268,B8868,Thomas Smith,,FIXED,HOME_EQUITY,NV,99333,SunTrust Mortgage,300428.00,97959.15,5.795,1595.90,2014-12-27,2029-12-27,2019-07-21,2019-08-20,CURRENT,0,COMPLETE,SECOND
L005269,B7679,Patricia Smith,Joseph Anderson,ARM,CONSTRUCTION,WI,83127,SunTrust Mortgage,69952.00,34403.32,4.549,291.69,2016-12-07,2036-12-07,2017-02-15,2017-03-17,CURRENT,0,COMPLETE,SECOND
L005270,B9853,Barbara Lee,Thomas Thompson,JUMBO,CONSTRUCTION,AR,53558,Quicken Loans,554964.00,267888.52,6.554,3334.13,2022-03-24,2032-03-24,2033-02-13,2033-03-15,CURRENT,0,COMPLETE,SECOND
L005271,B8738,Joseph Miller,Karen Garcia,ARM,HOME_EQUITY,WI,24040,Green Tree Servicing,469496.00,180301.43,3.792,1631.97,2020-01-06,2035-01-06,2028-02-07,2028-03-08,CURRENT,0,INCOMPLETE,FIRST
L005272,B2216,Richard Jones,Jennifer Jones,VA,CASH_OUT_REFINANCE,NY,49491,Caliber Home Loans,284762.00,236488.46,3.997,1043.34,2018-07-05,2028-07-05,2023-08-17,2023-09-16,CURRENT,0,COMPLETE,FIRST
L005273,B7596,Richard Miller,,CONVENTIONAL,REFINANCE,MO,47754,JPMorgan Chase Bank,738704.00,510118.82,3.673,2487.15,2013-01-18,2043-01-18,2017-09-28,2017-10-28,CURRENT,0,INCOMPLETE,SECOND
L005274,B5237,Richard Jackson,,JUMBO,HOME_EQUITY,NH,97094,US Bank,333284.00,270733.33,6.035,1843.75,2020-04-12,2040-04-12,2026-05-09,2026-06-08,DELINQUENT,76,COMPLETE,SECOND
L005275,B7980,Lisa Johnson,,VA,CASH_OUT_REFINANCE,DC,16835,Flagstar Bank,371032.00,0.00,6.398,2176.04,2022-07-31,2037-07-31,2031-07-14,2031-08-13,CLOSED,0,COMPLETE,SECOND
L005276,B5808,Mary Lee,,USDA,CASH_OUT_REFINANCE,WY,51817,JPMorgan Chase Bank,111861.00,45452.97,7.393,758.07,2014-10-30,2034-10-30,2022-03-16,2022-04-15,CURRENT,0,COMPLETE,SECOND
L005277,B7004,Jessica Johnson,,JUMBO,CONSTRUCTION,MA,20427,Caliber Home Loans,527071.00,0.00,3.329,1608.40,2013-07-25,2023-07-25,2017-11-21,2017-12-21,CLOSED,0,COMPLETE,SECOND
L005278,B8506,Barbara Lee,David Jackson,FIXED,HOME_EQUITY,WI,58889,Green Tree Servicing,628633.00,546399.63,6.907,3980.14,2011-08-03,2041-08-03,2016-01-16,2016-02-15,CURRENT,0,COMPLETE,SECOND
L005279,B1661,Robert Smith,Patricia White,FIXED,PURCHASE,CA,55957,Quicken Loans,390058.00,352021.67,6.525,2333.03,2010-05-27,2025-05-27,2019-12-08,2020-01-07,CURRENT,0,COMPLETE,SECOND
L004703,B3468,Michael Thomas,Jessica Thomas,VA,CASH_OUT_REFINANCE,AZ,78396,JPMorgan Chase Bank,503431.00,291824.71,3.718,1715.78,2018-09-21,2033-09-21,2025-01-21,2025-02-20,CURRENT,0,COMPLETE,FIRST
L005281,B2786,Jessica Wilson,Charles Thompson,JUMBO,PURCHASE,CT,61912,Freedom Mortgage,726277.00,0.00,3.148,2095.79,2011-02-07,2041-02-07,2017-02-23,2017-03-25,PAID_OFF,0,MISSING,SECOND
L005282,B3282,Susan Lee,,JUMBO,PURCHASE,SC,41785,Bank of America,326918.00,112966.00,5.286,1584.08,2018-02-09,2028-02-09,2023-07-31,2023-08-30,DEFAULT,175,COMPLETE,FIRST
L005283,B9418,Robert Thompson,Michael Johnson,VA,PURCHASE,CA,46511,US Bank,546908.00,330634.63,4.621,2316.66,2013-05-19,2023-05-19,2013-09-19,2013-10-19,CURRENT,0,INCOMPLETE,FIRST
L005284,B2070,Charles Jackson,,VA,PURCHASE,NM,51414,Freedom Mortgage,544075.00,277720.87,7.8,3890.14,2011-01-01,2021-01-01,2017-05-11,2017-06-10,CURRENT,0,COMPLETE,SECOND
L005285,B3173,Karen Jones,,FIXED,CONSTRUCTION,RI,37766,Wells Fargo Home Mortgage,704189.00,539017.87,5.956,3844.64,2014-08-08,2029-08-08,2015-07-15,2015-08-14,CURRENT,0,COMPLETE,SECOND
L005286,B5082,Jessica Jackson,,VA,HOME_EQUITY,DC,87887,Wells Fargo Home Mortgage,698704.00,463705.49,7.49,4797.19,2020-01-21,2030-01-21,2025-07-25,2025-08-24,CURRENT,0,INCOMPLETE,FIRST
L005287,B8825,Thomas Taylor,,ARM,PURCHASE,NY,59875,Caliber Home Loans,319207.00,213010.21,6.046,1769.10,2014-12-04,2044-12-04,2018-11-18,2018-12-18,CURRENT,0,INCOMPLETE,SECOND
L005288,B1925,Joseph Moore,Robert Davis,CONVENTIONAL,REFINANCE,DE,46836,Nationstar Mortgage,355182.00,207165.47,7.915,2576.99,2016-09-06,2036-09-06,2022-10-24,2022-11-23,CURRENT,0,COMPLETE,FIRST
L005289,B9227,Sarah Anderson,Jessica Garcia,VA,CASH_OUT_REFINANCE,WA,48728,Nationstar Mortgage,147394.00,58291.26,3.771,509.50,2014-02-06,2024-02-06,2015-08-15,2015-09-14,DELINQUENT,52,INCOMPLETE,FIRST
L005290,B2938,Lisa Thomas,,VA,PURCHASE,DE,49220,PNC Bank,381953.00,331109.54,7.814,2735.87,2013-11-19,2028-11-19,2020-05-07,2020-06-06,CURRENT,0,COMPLETE,FIRST
L005291,B9966,Mary Johnson,Richard Davis,CONVENTIONAL,CASH_OUT_REFINANCE,NV,37768,Freedom Mortgage,424740.00,0.00,4.086,1590.86,2011-09-30,2026-09-30,2022-03-30,2022-04-29,PAID_OFF,0,COMPLETE,SECOND
L005292,B1300,William Lee,,CONVENTIONAL,PURCHASE,ME,16839,JPMorgan Chase Bank,752347.00,373822.80,3.117,2149.64,2014-11-06,2029-11-06,2023-01-18,2023-02-17,CURRENT,0,COMPLETE,SECOND
L005293,B3753,Sarah Taylor,Michael Anderson,JUMBO,CASH_OUT_REFINANCE,GA,69140,Quicken Loans,107563.00,95414.87,5.255,518.14,2010-11-12,2030-11-12,2020-05-26,2020-06-25,CURRENT,0,MISSING,FIRST
L005294,B6002,Linda Davis,,VA,CONSTRUCTION,MO,33590,Caliber Home Loans,459044.00,361762.04,2.672,1124.35,2013-05-12,2033-05-12,2017-04-11,2017-05-11,CURRENT,0,COMPLETE,SECOND
L005295,B1808,Michael Lee,,ARM,CONSTRUCTION,IN,89574,Freedom Mortgage,546664.00,336433.98,8.407,4212.82,2014-01-28,2044-01-28,2021-02-22,2021-03-24,CURRENT,0,COMPLETE,SECOND
L002330,B1976,Patricia Miller,,VA,CONSTRUCTION,OK,62886,Flagstar Bank,519706.00,464361.84,5.866,2794.55,2021-07-10,2051-07-10,2031-03-11,2031-04-10,DELINQUENT,78,COMPLETE,SECOND
L005297,B3417,Karen Lee,,CONVENTIONAL,PURCHASE,TX,31444,PNC Bank,195732.00,90226.72,5.618,1007.99,2020-04-25,2040-04-25,2030-07-29,2030-08-28,CURRENT,0,INCOMPLETE,SECOND
L005298,B9620,Barbara Hernandez,,USDA,HOME_EQUITY,NH,89970,Caliber Home Loans,224921.00,0.00,6.226,1283.66,2019-11-03,2049-11-03,2028-04-27,2028-05-27,CLOSED,0,INCOMPLETE,FIRST
L005299,B3128,Karen Miller,,USDA,CASH_OUT_REFINANCE,AZ,10371,Quicken Loans,539370.00,287527.09,5.275,2608.08,2016-01-30,2026-01-30,2025-11-24,2025-12-24,CURRENT,0,MISSING,SECOND
L005300,B3080,Karen White,,USDA,REFINANCE,OR,62904,Nationstar Mortgage,630599.00,295750.97,6.088,3519.16,2017-04-17,2037-04-17,2020-07-16,2020-08-15,CURRENT,0,INCOMPLETE,FIRST
L005301,B3343,Jennifer White,,ARM,HOME_EQUITY,IN,60675,Green Tree Servicing,744122.00,0.00,3.042,2074.98,2022-02-08,2042-02-08,2028-06-20,2028-07-20,PAID_OFF,0,COMPLETE,SECOND
L005302,B1292,Mary Johnson,Karen Brown,CONVENTIONAL,CONSTRUCTION,ND,45765,JPMorgan Chase Bank,679546.00,297826.40,4.57,2846.73,2012-12-08,2032-12-08,2023-02-08,2023-03-10,CURRENT,0,COMPLETE,FIRST
L005303,B8102,Robert White,,USDA,CASH_OUT_REFINANCE,AZ,95517,PHH Mortgage,734022.00,286426.41,6.993,4705.26,2010-03-16,2020-03-16,2010-11-18,2010-12-18,CURRENT,0,COMPLETE,SECOND
L005304,B8398,Richard Davis,,JUMBO,REFINANCE,ME,92521,JPMorgan Chase Bank,317228.00,0.00,4.793,1393.77,2013-08-15,2028-08-15,2018-04-02,2018-05-02,CLOSED,0,COMPLETE,SECOND
L005305,B4727,Sarah Martin,Barbara Smith,JUMBO,PURCHASE,NE,32095,SunTrust Mortgage,317702.00,192681.58,4.511,1313.72,2018-03-03,2038-03-03,2026-11-16,2026-12-16,CURRENT,0,INCOMPLETE,SECOND
L005306,B1143,John Wilson,,CONVENTIONAL,REFINANCE,NC,42576,JPMorgan Chase Bank,164646.00,0.00,2.984,450.36,2019-07-25,2034-07-25,2020-07-23,2020-08-22,PAID_OFF,0,COMPLETE,SECOND
L005307,B3207,Jennifer Jackson,,FIXED,CASH_OUT_REFINANCE,OK,89485,SunTrust Mortgage,271022.00,107374.72,8.37,2079.42,2013-10-18,2033-10-18,2016-01-31,2016-03-01,DEFAULT,136,COMPLETE,FIRST
L005308,B2286,Patricia Jackson,Linda Wilson,ARM,CASH_OUT_REFINANCE,WI,61526,PHH Mortgage,679831.00,430434.75,2.813,1753.00,2010-02-26,2020-02-26,2020-10-30,2020-11-29,CURRENT,0,COMPLETE,SECOND
L005309,B8975,Karen Garcia,,JUMBO,HOME_EQUITY,WI,21189,Citimortgage,711671.00,467820.98,8.053,5253.50,2022-11-17,2042-11-17,2024-10-17,2024-11-16,DEFAULT,112,MISSING,SECOND
L005310,B5309,David Thompson,,CONVENTIONAL,HOME_EQUITY,OK,81890,Flagstar Bank,209290.00,187552.06,3.924,752.82,2014-01-12,2024-01-12,2020-09-30,2020-10-30,CURRENT,0,COMPLETE,FIRST
L005311,B8925,Joseph Martinez,,FHA,CASH_OUT_REFINANCE,NJ,72012,Flagstar Bank,53814.00,36238.47,6.399,315.66,2012-08-13,2032-08-13,2019-06-26,2019-07-26,CURRENT,0,COMPLETE,FIRST
L005312,B2416,Barbara Garcia,David Wilson,JUMBO,CASH_OUT_REFINANCE,NE,30242,Nationstar Mortgage,539186.00,165140.01,6.55,3237.36,2014-11-07,2024-11-07,2018-02-10,2018-03-12,CURRENT,0,COMPLETE,SECOND
L005313,B7058,Barbara Jones,,VA,HOME_EQUITY,VT,48243,Quicken Loans,201230.00,187886.42,6.73,1241.42,2013-09-16,2028-09-16,2024-06-17,2024-07-17,DEFAULT,95,COMPLETE,FIRST
L005314,B2475,David Thomas,,FHA,REFINANCE,KY,70817,Nationstar Mortgage,246773.00,99006.50,6.828,1544.55,2020-09-24,2030-09-24,2026-03-11,2026-04-10,CURRENT,0,COMPLETE,SECOND
L005315,B6255,William Jones,,JUMBO,REFINANCE,NY,45739,Citimortgage,704793.00,480923.89,3.815,2464.72,2017-05-03,2027-05-03,2022-04-26,2022-05-26,DELINQUENT,75,COMPLETE,FIRST
L005316,B7089,Richard Thompson,,JUMBO,HOME_EQUITY,AZ,13237,JPMorgan Chase Bank,642544.00,0.00,8.184,4820.37,2020-07-14,2050-07-14,2023-08-02,2023-09-01,CLOSED,0,INCOMPLETE,SECOND
L005317,B5823,Susan Williams,,FIXED,CASH_OUT_REFINANCE,ME,24469,Freedom Mortgage,339306.00,300673.12,6.491,2018.90,2015-04-07,2045-04-07,2015-06-15,2015-07-15,CURRENT,0,COMPLETE,SECOND
L005318,B6383,Thomas Moore,,FHA,CONSTRUCTION,MS,90292,Wells Fargo Home Mortgage,542679.00,246610.91,8.136,4047.30,2021-07-21,2051-07-21,2022-07-26,2022-08-25,DELINQUENT,71,INCOMPLETE,FIRST
L005319,B2374,Thomas Hernandez,Joseph Johnson,CONVENTIONAL,REFINANCE,MS,97733,PHH Mortgage,693171.00,555064.76,7.896,5017.17,2015-05-24,2030-05-24,2018-02-02,2018-03-04,CURRENT,0,COMPLETE,FIRST
L005320,B7424,Patricia Hernandez,,VA,HOME_EQUITY,WI,62630,US Bank,634397.00,463361.04,5.821,3385.09,2020-01-02,2030-01-02,2030-01-18,2030-02-17,CURRENT,0,COMPLETE,FIRST
L005321,B9086,Jessica Johnson,Lisa White,VA,HOME_EQUITY,CT,72067,Bank of America,88445.00,0.00,4.431,359.24,2010-05-04,2025-05-04,2020-04-23,2020-05-23,PAID_OFF,0,COMPLETE,SECOND
L005322,B5861,Michael Williams,,VA,PURCHASE,AL,85588,Caliber Home Loans,116101.00,89081.63,7.117,757.43,2011-10-13,2026-10-13,2022-06-26,2022-07-26,CURRENT,0,MISSING,FIRST
L005323,B6091,Robert Thomas,,CONVENTIONAL,CASH_OUT_REFINANCE,KY,34351,US Bank,500188.00,0.00,7.043,3229.26,2012-07-22,2022-07-22,2017-08-15,2017-09-14,PAID_OFF,0,COMPLETE,FIRST
L005324,B9819,Susan Davis,,CONVENTIONAL,PURCHASE,CT,33138,US Bank,199703.00,180632.53,6.303,1153.83,2015-10-13,2035-10-13,2025-07-18,2025-08-17,CURRENT,0,MISSING,FIRST
L005325,B8881,Michael Brown,,FHA,PURCHASE,VT,91611,Caliber Home Loans,378490.00,352034.95,3.602,1249.71,2018-11-10,2028-11-10,2026-09-03,2026-10-03,CURRENT,0,COMPLETE,FIRST
L005326,B8229,Barbara Miller,James Smith,JUMBO,REFINANCE,FL,40382,Wells Fargo Home Mortgage,552866.00,0.00,4.267,2162.49,2011-11-05,2031-11-05,2013-11-10,2013-12-10,CLOSED,0,COMPLETE,SECOND
L005327,B1490,Michael Martinez,,VA,REFINANCE,WV,66719,Freedom Mortgage,332536.00,142136.97,7.931,2417.56,2022-03-02,2037-03-02,2032-10-27,2032-11-26,CURRENT,0,COMPLETE,SECOND
L005328,B9464,Richard Smith,,VA,HOME_EQUITY,KS,36857,Citimortgage,304227.00,180245.48,7.988,2227.65,2017-08-03,2027-08-03,2024-08-23,2024-09-22,DELINQUENT,57,COMPLETE,SECOND
L005329,B9053,Richard Thomas,,USDA,CONSTRUCTION,MN,15788,Citimortgage,217773.00,0.00,4.217,841.82,2020-02-01,2040-02-01,2023-02-18,2023-03-20,PAID_OFF,0,COMPLETE,SECOND
L005330,B9364,Jessica Lee,,JUMBO,HOME_EQUITY,ME,89483,US Bank,676386.00,584059.56,5.953,3690.98,2010-02-12,2020-02-12,2016-06-21,2016-07-21,CURRENT,0,INCOMPLETE,SECOND
L005331,B7258,Sarah Taylor,,CONVENTIONAL,REFINANCE,CO,96328,JPMorgan Chase Bank,141075.00,60447.57,5.598,723.93,2011-06-12,2026-06-12,2014-09-23,2014-10-23,DELINQUENT,85,COMPLETE,FIRST
